,reactionId,compartment,r ; p,ratelaw
2247,vRPd12_14,Cytoplasm,cyt_mixed__pY1196_pY1222_pY1248_ERBB2__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1__RAS__GDP_ ;,kRPd12_14_1*cyt_mixed__pY1196_pY1222_pY1248_ERBB2__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1__RAS__GDP_
2248,vRPd12_15,Cytoplasm,cyt_mixed__p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1__RAS__GDP_ ;,kRPd12_15_1*cyt_mixed__p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1__RAS__GDP_
2249,vRPd12_16,Cytoplasm,cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1__RAS__GDP_ ;,kRPd12_16_1*cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1__RAS__GDP_
2250,vRPd12_17,Cytoplasm,cyt_mixed__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1__RAS__GDP_ ;,kRPd12_17_1*cyt_mixed__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1__RAS__GDP_
2251,vRPd12_18,Cytoplasm,cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1__RAS__GDP_ ;,kRPd12_18_1*cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1__RAS__GDP_
2252,vRPd12_19,Cytoplasm,cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1__RAS__GDP_ ;,kRPd12_19_1*cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1__RAS__GDP_
2253,vRPd12_20,Cytoplasm,cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__pY1234_pY1235_pY1234_pY1235_MET__GRB2__SOS1__RAS__GDP_ ;,kRPd12_20_1*cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__pY1234_pY1235_pY1234_pY1235_MET__GRB2__SOS1__RAS__GDP_
2254,vRPd12_21,Cytoplasm,cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__HGF__pY1234_pY1235_pY1234_pY1235_MET__GRB2__SOS1__RAS__GDP_ ;,kRPd12_21_1*cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__HGF__pY1234_pY1235_pY1234_pY1235_MET__GRB2__SOS1__RAS__GDP_
2255,vRPd12_22,Cytoplasm,cyt_cong__PDGFB__PGFRB__PDGFB__PGFRB__GRB2__SOS1__RAS__GDP_ ;,kRPd12_22_1*cyt_cong__PDGFB__PGFRB__PDGFB__PGFRB__GRB2__SOS1__RAS__GDP_
2256,vRPd12_23,Cytoplasm,cyt_cong__PDGFB__PGFRB__PGFRB__GRB2__SOS1__RAS__GDP_ ;,kRPd12_23_1*cyt_cong__PDGFB__PGFRB__PGFRB__GRB2__SOS1__RAS__GDP_
2257,vRPd12_24,Cytoplasm,cyt_mixed__FGF__FGFR__FGF__FGFR__GRB2__SOS1__RAS__GDP_ ;,kRPd12_24_1*cyt_mixed__FGF__FGFR__FGF__FGFR__GRB2__SOS1__RAS__GDP_
2258,vRPd12_25,Cytoplasm,cyt_mixed__FGF__FGFR__FGFR__GRB2__SOS1__RAS__GDP_ ;,kRPd12_25_1*cyt_mixed__FGF__FGFR__FGFR__GRB2__SOS1__RAS__GDP_
2259,vRPd12_26,Cytoplasm,cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS__GRB2__SOS1__RAS__GDP_ ;,kRPd12_26_1*cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS__GRB2__SOS1__RAS__GDP_
2260,vRPd12_27,Cytoplasm,cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__IRS__GRB2__SOS1__RAS__GDP_ ;,kRPd12_27_1*cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__IRS__GRB2__SOS1__RAS__GDP_
2261,vRPd12_28,Cytoplasm,cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS__GRB2__SOS1__RAS__GDP_ ;,kRPd12_28_1*cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS__GRB2__SOS1__RAS__GDP_
2262,vRPd12_29,Cytoplasm,cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__INS__IRS__GRB2__SOS1__RAS__GDP_ ;,kRPd12_29_1*cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__INS__IRS__GRB2__SOS1__RAS__GDP_
2263,vRPd13_1,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1196_pY1222_pY1248_ERBB2__PLCG__PIP2_ ;,kRPd13_1_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1196_pY1222_pY1248_ERBB2__PLCG__PIP2_
2264,vRPd13_2,Cytoplasm,cyt_mixed__p_EGF__EGFR__EGFRvIII__PLCG__PIP2_ ;,kRPd13_2_1*cyt_mixed__p_EGF__EGFR__EGFRvIII__PLCG__PIP2_
2265,vRPd13_3,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__PLCG__PIP2_ ;,kRPd13_3_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__PLCG__PIP2_
2266,vRPd13_4,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__PLCG__PIP2_ ;,kRPd13_4_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__PLCG__PIP2_
2267,vRPd13_5,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__ERBB3__PLCG__PIP2_ ;,kRPd13_5_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__ERBB3__PLCG__PIP2_
2268,vRPd13_6,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__PLCG__PIP2_ ;,kRPd13_6_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__PLCG__PIP2_
2269,vRPd13_7,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_ ;,kRPd13_7_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_
2270,vRPd13_8,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_ ;,kRPd13_8_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_
2271,vRPd13_9,Cytoplasm,cyt_mixed__pY1196_pY1222_pY1248_ERBB2__NRG1__ERBB3__PLCG__PIP2_ ;,kRPd13_9_1*cyt_mixed__pY1196_pY1222_pY1248_ERBB2__NRG1__ERBB3__PLCG__PIP2_
2272,vRPd13_10,Cytoplasm,cyt_mixed__p_NRG1__ERBB3__EGFRvIII__PLCG__PIP2_ ;,kRPd13_10_1*cyt_mixed__p_NRG1__ERBB3__EGFRvIII__PLCG__PIP2_
2273,vRPd13_11,Cytoplasm,cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__PLCG__PIP2_ ;,kRPd13_11_1*cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__PLCG__PIP2_
2274,vRPd13_12,Cytoplasm,cyt_mixed__NRG1__ERBB3__pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_ ;,kRPd13_12_1*cyt_mixed__NRG1__ERBB3__pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_
2275,vRPd13_13,Cytoplasm,cyt_mixed__NRG1__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_ ;,kRPd13_13_1*cyt_mixed__NRG1__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_
2276,vRPd13_14,Cytoplasm,cyt_mixed__pY1196_pY1222_pY1248_ERBB2__NRG1__pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_ ;,kRPd13_14_1*cyt_mixed__pY1196_pY1222_pY1248_ERBB2__NRG1__pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_
2277,vRPd13_15,Cytoplasm,cyt_mixed__p_NRG1__ERBB4__EGFRvIII__PLCG__PIP2_ ;,kRPd13_15_1*cyt_mixed__p_NRG1__ERBB4__EGFRvIII__PLCG__PIP2_
2278,vRPd13_16,Cytoplasm,cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_ ;,kRPd13_16_1*cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_
2279,vRPd13_17,Cytoplasm,cyt_mixed__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_ ;,kRPd13_17_1*cyt_mixed__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_
2280,vRPd13_18,Cytoplasm,cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_ ;,kRPd13_18_1*cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_
2281,vRPd13_19,Cytoplasm,cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_ ;,kRPd13_19_1*cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__PLCG__PIP2_
2282,vRPd13_20,Cytoplasm,cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__pY1234_pY1235_pY1234_pY1235_MET__PLCG__PIP2_ ;,kRPd13_20_1*cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__pY1234_pY1235_pY1234_pY1235_MET__PLCG__PIP2_
2283,vRPd13_21,Cytoplasm,cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__HGF__pY1234_pY1235_pY1234_pY1235_MET__PLCG__PIP2_ ;,kRPd13_21_1*cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__HGF__pY1234_pY1235_pY1234_pY1235_MET__PLCG__PIP2_
2284,vRPd13_22,Cytoplasm,cyt_cong__PDGFB__PGFRB__PDGFB__PGFRB__PLCG__PIP2_ ;,kRPd13_22_1*cyt_cong__PDGFB__PGFRB__PDGFB__PGFRB__PLCG__PIP2_
2285,vRPd13_23,Cytoplasm,cyt_cong__PDGFB__PGFRB__PGFRB__PLCG__PIP2_ ;,kRPd13_23_1*cyt_cong__PDGFB__PGFRB__PGFRB__PLCG__PIP2_
2286,vRPd13_24,Cytoplasm,cyt_mixed__FGF__FGFR__FGF__FGFR__PLCG__PIP2_ ;,kRPd13_24_1*cyt_mixed__FGF__FGFR__FGF__FGFR__PLCG__PIP2_
2287,vRPd13_25,Cytoplasm,cyt_mixed__FGF__FGFR__FGFR__PLCG__PIP2_ ;,kRPd13_25_1*cyt_mixed__FGF__FGFR__FGFR__PLCG__PIP2_
2288,vRPd13_26,Cytoplasm,cyt_mixed__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS__PLCG__PIP2_ ;,kRPd13_26_1*cyt_mixed__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS__PLCG__PIP2_
2289,vRPd13_27,Cytoplasm,cyt_mixed__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__IRS__PLCG__PIP2_ ;,kRPd13_27_1*cyt_mixed__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__IRS__PLCG__PIP2_
2290,vRPd13_28,Cytoplasm,cyt_mixed__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS__PLCG__PIP2_ ;,kRPd13_28_1*cyt_mixed__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS__PLCG__PIP2_
2291,vRPd13_29,Cytoplasm,cyt_mixed__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__INS__IRS__PLCG__PIP2_ ;,kRPd13_29_1*cyt_mixed__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__INS__IRS__PLCG__PIP2_
2292,vRPd14_1,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1196_pY1222_pY1248_ERBB2__PIK3C__PIK3R__PIP2_ ;,kRPd14_1_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1196_pY1222_pY1248_ERBB2__PIK3C__PIK3R__PIP2_
2293,vRPd14_2,Cytoplasm,cyt_mixed__p_EGF__EGFR__EGFRvIII__PIK3C__PIK3R__PIP2_ ;,kRPd14_2_1*cyt_mixed__p_EGF__EGFR__EGFRvIII__PIK3C__PIK3R__PIP2_
2294,vRPd14_3,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__PIK3C__PIK3R__PIP2_ ;,kRPd14_3_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__PIK3C__PIK3R__PIP2_
2295,vRPd14_4,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__PIK3C__PIK3R__PIP2_ ;,kRPd14_4_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__PIK3C__PIK3R__PIP2_
2296,vRPd14_5,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__ERBB3__PIK3C__PIK3R__PIP2_ ;,kRPd14_5_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__ERBB3__PIK3C__PIK3R__PIP2_
2297,vRPd14_6,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__PIK3C__PIK3R__PIP2_ ;,kRPd14_6_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__PIK3C__PIK3R__PIP2_
2298,vRPd14_7,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_ ;,kRPd14_7_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_
2299,vRPd14_8,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_ ;,kRPd14_8_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_
2300,vRPd14_9,Cytoplasm,cyt_mixed__pY1196_pY1222_pY1248_ERBB2__NRG1__ERBB3__PIK3C__PIK3R__PIP2_ ;,kRPd14_9_1*cyt_mixed__pY1196_pY1222_pY1248_ERBB2__NRG1__ERBB3__PIK3C__PIK3R__PIP2_
2301,vRPd14_10,Cytoplasm,cyt_mixed__p_NRG1__ERBB3__EGFRvIII__PIK3C__PIK3R__PIP2_ ;,kRPd14_10_1*cyt_mixed__p_NRG1__ERBB3__EGFRvIII__PIK3C__PIK3R__PIP2_
2302,vRPd14_11,Cytoplasm,cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__PIK3C__PIK3R__PIP2_ ;,kRPd14_11_1*cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__PIK3C__PIK3R__PIP2_
2303,vRPd14_12,Cytoplasm,cyt_mixed__NRG1__ERBB3__pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_ ;,kRPd14_12_1*cyt_mixed__NRG1__ERBB3__pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_
2304,vRPd14_13,Cytoplasm,cyt_mixed__NRG1__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_ ;,kRPd14_13_1*cyt_mixed__NRG1__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_
2305,vRPd14_14,Cytoplasm,cyt_mixed__pY1196_pY1222_pY1248_ERBB2__NRG1__pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_ ;,kRPd14_14_1*cyt_mixed__pY1196_pY1222_pY1248_ERBB2__NRG1__pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_
2306,vRPd14_15,Cytoplasm,cyt_mixed__p_NRG1__ERBB4__EGFRvIII__PIK3C__PIK3R__PIP2_ ;,kRPd14_15_1*cyt_mixed__p_NRG1__ERBB4__EGFRvIII__PIK3C__PIK3R__PIP2_
2307,vRPd14_16,Cytoplasm,cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_ ;,kRPd14_16_1*cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_
2308,vRPd14_17,Cytoplasm,cyt_mixed__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_ ;,kRPd14_17_1*cyt_mixed__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_
2309,vRPd14_18,Cytoplasm,cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_ ;,kRPd14_18_1*cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_
2310,vRPd14_19,Cytoplasm,cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_ ;,kRPd14_19_1*cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__PIK3C__PIK3R__PIP2_
2311,vRPd14_20,Cytoplasm,cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__pY1234_pY1235_pY1234_pY1235_MET__PIK3C__PIK3R__PIP2_ ;,kRPd14_20_1*cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__pY1234_pY1235_pY1234_pY1235_MET__PIK3C__PIK3R__PIP2_
2312,vRPd14_21,Cytoplasm,cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__HGF__pY1234_pY1235_pY1234_pY1235_MET__PIK3C__PIK3R__PIP2_ ;,kRPd14_21_1*cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__HGF__pY1234_pY1235_pY1234_pY1235_MET__PIK3C__PIK3R__PIP2_
2313,vRPd14_22,Cytoplasm,cyt_cong__PDGFB__PGFRB__PDGFB__PGFRB__PIK3C__PIK3R__PIP2_ ;,kRPd14_22_1*cyt_cong__PDGFB__PGFRB__PDGFB__PGFRB__PIK3C__PIK3R__PIP2_
2314,vRPd14_23,Cytoplasm,cyt_cong__PDGFB__PGFRB__PGFRB__PIK3C__PIK3R__PIP2_ ;,kRPd14_23_1*cyt_cong__PDGFB__PGFRB__PGFRB__PIK3C__PIK3R__PIP2_
2315,vRPd14_24,Cytoplasm,cyt_mixed__FGF__FGFR__FGF__FGFR__PIK3C__PIK3R__PIP2_ ;,kRPd14_24_1*cyt_mixed__FGF__FGFR__FGF__FGFR__PIK3C__PIK3R__PIP2_
2316,vRPd14_25,Cytoplasm,cyt_mixed__FGF__FGFR__FGFR__PIK3C__PIK3R__PIP2_ ;,kRPd14_25_1*cyt_mixed__FGF__FGFR__FGFR__PIK3C__PIK3R__PIP2_
