old	new
pEE1HE4_PI3K2_PIP	cyt_mixed__EGF_1__pY992_pY1068_pY1086_pY1148_pY1174_EGFR_1__NRG1_1__pY1056_pY1162_pY1284_ERBB4_1__P3C2A__PIP_
pE2HE3_PI3K2_PIP	cyt_mixed__pY1196_pY1222_pY1248_ERBB2_1__NRG1_1__ERBB3_1__P3C2A__PIP_
pE1HE3_PI3K2_PIP	cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR_1__NRG1_1__ERBB3_1__P3C2A__PIP_
pHE3E4_PI3K2_PIP	cyt_mixed__NRG1_1__ERBB3_1__pY1056_pY1162_pY1284_ERBB4_1__P3C2A__PIP_
pHE3HE4_PI3K2_PIP	cyt_mixed__NRG1_1__ERBB3_1__NRG1_1__pY1056_pY1162_pY1284_ERBB4_1__P3C2A__PIP_
pE2HE4_PI3K2_PIP	cyt_mixed__pY1196_pY1222_pY1248_ERBB2_1__NRG1_1__pY1056_pY1162_pY1284_ERBB4_1__P3C2A__PIP_
pE1HE4_PI3K2_PIP	cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR_1__NRG1_1__pY1056_pY1162_pY1284_ERBB4_1__P3C2A__PIP_
pE3HE4_PI3K2_PIP	cyt_mixed__ERBB3_1__NRG1_1__pY1056_pY1162_pY1284_ERBB4_1__P3C2A__PIP_
pHE4E4_PI3K2_PIP	cyt_mixed__NRG1_1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4_1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4_1__P3C2A__PIP_
pHE4HE4_PI3K2_PIP	cyt_mixed__NRG1_1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4_1__NRG1_1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4_1__P3C2A__PIP_
pHGF_Met_Met_PI3K2_PIP	cyt_mixed__HGF_1__pY1234_pY1235_pY1234_pY1235_MET_1__pY1234_pY1235_pY1234_pY1235_MET_1__P3C2A__PIP_
pHGF_Met_HGF_Met_PI3K2_PIP	cyt_mixed__HGF_1__pY1234_pY1235_pY1234_pY1235_MET_1__HGF_1__pY1234_pY1235_pY1234_pY1235_MET_1__P3C2A__PIP_
pPPrPPr_PI3K2_PIP	cyt_cong__PDGFB_1__PGFRB__PDGFB_1__PGFRB__P3C2A__PIP_
pPPrPr_PI3K2_PIP	cyt_cong__PGFRB__PGFRB__PGFRB__P3C2A__PIP_
pFFrFFr_PI3K2_PIP	cyt_mixed__FGF__FGFR__FGF__FGFR__P3C2A__PIP_
pFFrFr_PI3K2_PIP	cyt_mixed__FGF__FGFR__FGFR__P3C2A__PIP_
pIIrIr_IRS_PI3K2_PIP	cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS__P3C2A__PIP_
pINS_Isr_Isr_IRS_PI3K2_PIP	cyt_cong__INS_1__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR_1__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR_1__IRS__P3C2A__PIP_
pIIrIrI_IRS_PI3K2_PIP	cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS__P3C2A__PIP_
pINS_Isr_Isr_INS_IRS_PI3K2_PIP	cyt_cong__INS_1__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR_1__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR_1__INS_1__IRS__P3C2A__PIP_
IRS	cyt_cong__IRS_
Sp	cyt_prot__SPY2_1_
Cbl	cyt_prot__CBL_1_
G2	cyt_prot__GRB2_1_
G2_SOS	cyt_prot__GRB2__SOS1_1_
G2_pSOS	nuc_prot__GRB2__p_SOS1_1_
PLCg	cyt_cong__PLCG_
PI3KC1	cyt_cong__PIK3C_
PI3KR1	cyt_cong__PIK3R_
PI3K1	cyt_cong__PIK3C__PIK3R_
pPI3K1	cyt_cong__p_PIK3C__PIK3R_
PI3K2	cyt_prot__P3C2A_1_
mTORC1	cyt_prot__MTORC1_
mTORC1active	cyt_prot_a__MTORC1_
PIP	cyt_comp__PIP_
PI3P	cyt_comp__PI_3_P_
DAG	cyt_comp__CDP_DAG_
GRP	cyt_cong__GRP_
DAG_GRP	cyt_mixed__CDP_DAG__GRP_1_
RasT	cyt_mixed__RAS__GTP_
RasD	cyt_mixed__RAS__GDP_
NF1	cyt_prot__NF1_1_
pNF1	cyt_prot__p_NF1_1_
pCRaf	nuc_prot___pS29_pS43_pS289_pS296_pS301_pS642_RAF1_1_
CRaf	cyt_prot__RAF1_1_
RasT_CRaf	cyt_mixed__RAS__GTP__RAF1_1_
BRaf	cyt_prot__BRAF_1_
RasT_CRaf_BRaf	cyt_mixed__RAS__GTP__RAF1_1__BRAF_
MEK	cyt_cong__MAP2K_
pMEK	cyt_prot__p_MAP2K_
ppMEK	cyt_prot__p_p_MAP2K_
MKP3	cyt_prot__DUS6_1_
ERKnuc	nuc_cong__MAPK_
ppERKnuc	nuc_cong__p_p_MAPK_
RSK	cyt_cong__RPS6KA_
pRSK	cyt_prot__p_RPS6KA_
pRSKnuc	nuc_prot__p_RPS6KA_
MKP1	nuc_prot__DUS1_
pMKP1	nuc_prot__p_DUS1_
cFos	nuc_prot__FOS_1_
pcFos	nuc_prot__p_FOS_1_
cJun	nuc_prot__JUN_
pcFos_cJun	nuc_prot__p_FOS_1__JUN_
cMyc	nuc_prot__MYC_2_
bCATENINnuc	nuc_prot__CTNB1_
bCATENIN	cyt_prot__CTNB1_1_
pbCATENIN	cyt_prot__PS33_pS37_pT41_CTNB1_
IP3	cyt_comp__IP3_
PIP2	cyt_comp__PIP2_
PIP3	cyt_comp__PIP3_
PTEN	cyt_prot__PTEN_1_
PIP3_AKT	cyt_mixed__PIP3__AKT_
AKT	cyt_cong__AKT_
pAKT	cyt_cong__p_AKT_
ppAKT	cyt_cong__p_p_AKT_
PDK1	cyt_prot__PDPK1_1_
PIP3_PDK1	cyt_mixed__PIP3__PDK1_
PIP3_pAKT	cyt_mixed__PIP3__p_AKT_
Rictor	cyt_prot__RICTR_1_
mTOR	cyt_prot__MTOR_1_
mTORC2	cyt_prot__MTORC2_
PIP3_ppAKT	cyt_mixed__PIP3__p_p_AKT_
GSK3b	cyt_prot__GSK3B_1_
pGSK3b	cyt_prot__pS9_GSK3B_1_
TSC1	cyt_prot__TSC1_1_
TSC2	cyt_prot__TSC2_1_
pTSC2	cyt_prot__p_TSC2_1_
TSC	cyt_prot__TSC1_1__TSC2_1_
PKC	cyt_cong__KPC_
DAG_PKC	cyt_mixed__CDP_DAG__PRKC_
pRKIP	cyt_prot__pS153_PEBP1_
RKIP	cyt_prot__PEBP1_1_
RKIP_CRaf	cyt_prot__PEBP1__RAF1_1_
ERK	cyt_cong__MAPK_
pERK	cyt_cong__p_MAPK_
ppERK	cyt_cong__p_p_MAPK_
FOXO	cyt_prot__FOXO3_1_
pFOXO	cyt_prot__pT32_pS253_FOXO3_1_
RhebD	cyt_mixed__RHEB__GDP_
RhebT	cyt_mixed__RHEB__GTP_
Raptor	cyt_prot__RPTOR_1_
S6K	cyt_prot__KS6B1_1_
pS6K	cyt_prot__pT412_KS6B1_1_
EIF4EBP1	cyt_prot__4EBP1_1_
pEIF4EBP1	cyt_prot__pT37_pT46_4EBP1_
SOS	cyt_prot__SOS1_1_
G2_SOS_ppERK	cyt_cong__GRB2__SOS1_1__p_p_MAPK_
CRaf_ppERK	cyt_cong__RAF1_1__p_p_MAPK_
RasD_DAG_GRP	cyt_mixed__RAS__GDP__CDP_DAG__GRP_1_
RasT_NF1	cyt_mixed__RAS__GTP__NF1_1_
NF1_ppERK	cyt_cong__NF1_1__p_p_MAPK_
MEK_RasT_CRaf_BRaf	cyt_mixed__MAP2K__RAS__GTP__RAF1_1__BRAF_
pMEK_RasT_CRaf_BRaf	cyt_mixed__p_MAP2K__RAS__GTP__RAF1_1__BRAF_
ERK_ppMEK	cyt_cong__MAPK__p_p_MAP2K_
pERK_ppMEK	cyt_cong__p_MAPK__p_p_MAP2K_
RSK_ppERK	cyt_cong__RPS6KA__p_p_MAPK_
pRSKnuc_MKP1	nuc_prot__p_RPS6KA__DUS1_
ppERKnuc_MKP1	nuc_cong__p_p_MAPK__DUS1_
cFos_pRSKnuc	nuc_prot__FOS_1__p_RPS6KA_
cFos_ppERKnuc	nuc_cong__FOS_1__p_p_MAPK_
RKIP_DAG_PKC	cyt_cong__PEBP1__CDP_DAG__KPC_
PIP3_PTEN	cyt_mixed__PIP3__PTEN_
PIP3_AKT_PIP3_PDK1	cyt_mixed__PIP3__AKT__PIP3__PDK1_
PIP3_pAKT_mTORC2	cyt_mixed__PIP3__p_AKT__MTORC2_
GSK3b_ppAKT	cyt_cong__GSK3B_1__p_p_AKT_
TSC2_ppAKT	cyt_cong__TSC2_1__p_p_AKT_
TSC2_ppERK	cyt_cong__TSC2_1__p_p_MAPK_
RhebT_TSC	cyt_mixed__RHEB__GTP__TSC_
EIF4EBP1_mTORC1active	cyt_prot_a__4EBP1__MTORC1_
S6K_mTORC1active	cyt_prot_a__KS6B1_1__MTORC1_
FOXO_ppAKT	cyt_prot__FOXO3_1__p_p_AKT_
PI3K1_mTORC1active	cyt_prot_a__PIK3C__PIK3R__MTORC1_
pERK_MKP3	cyt_cong__p_MAPK__DUS6_1_
ppERK_MKP3	cyt_cong__p_p_MAPK__DUS6_1_
ppERKnuc_pMKP1	cyt_cong__p_p_MAPK__p_DUS1_
RasT_BRaf	cyt_mixed__RAS__GTP__BRAF_
RasT_BRaf_BRaf	cyt_mixed__RAS__GTP__BRAF__BRAF_
MEK_RasT_BRaf_BRaf	cyt_mixed__MAP2K__RAS__GTP__BRAF__BRAF_
pMEK_RasT_BRaf_BRaf	cyt_mixed__p_MAP2K__RAS__GTP__BRAF__BRAF_
EIF4E	cyt_prot__IF4E_1_
EIF4EBP1_EIF4E	cyt_prot__4EBP1__IF4E_1_
RasT_CRaf_CRaf	cyt_mixed__RAS__GTP__RAF1_1__RAF1_1_
MEK_RasT_CRaf_CRaf	cyt_mixed__MAP2K__RAS__GTP__RAF1_1__RAF1_1_
pMEK_RasT_CRaf_CRaf	cyt_mixed__p_MAP2K__RAS__GTP__RAF1_1__RAF1_1_
FOXOnuc	nuc_prot__FOXO3_1_
MEKi	cyt_comp__MAP2Kinhibitor_
MEKi_ppMEK	cyt_mixed__MAP2Kinhibitor__p_p_MAP2K_
AKTi	cyt_comp__AKTinhibitor_
AKTi_AKT	cyt_cong__AKTinhibitor__AKT_
mT	cyt_abs__TotalmRNA_
EIF4E_mT	cyt_abs__IF4E_1__TotalmRNA_
m_TP53	cyt_mrna__TP53_201_
m_MDM2	cyt_mrna__MDM2_202_
m_PPM1D	cyt_mrna__PPM1D_201_
m_ATM	cyt_mrna__ATM_229_
m_ATR	cyt_mrna__ATR_201_
m_RB1	cyt_mrna__RB1_201_
m_E2F1	cyt_mrna__E2F1_201_
m_E2F2	cyt_mrna__E2F2_204_
m_E2F3	cyt_mrna__E2F3_201_
m_CCND1	cyt_mrna__CCND1_201_
m_CCND2	cyt_mrna__CCND2_201_
m_CCND3	cyt_mrna__CCND3_203_
m_CCNE1	cyt_mrna__CCNE1_201_
m_CCNE2	cyt_mrna__CCNE2_201_
m_SKP2	cyt_mrna__SKP2_202_
m_CDC25A	cyt_mrna__CDC25A_201_
m_CDC25B	cyt_mrna__CDC25B_201_
m_CDC25C	cyt_mrna__CDC25C_201_
m_CCNA2	cyt_mrna__CCNA2_201_
m_CDKN1B	cyt_mrna__CDKN1B_201_
m_CDH1	cyt_mrna__CDH1_201_
m_CCNB1	cyt_mrna__CCNB1_201_
m_CDC20	cyt_mrna__CDC20_201_
m_WEE1	cyt_mrna__WEE1_202_
m_CHEK1	cyt_mrna__CHEK1_204_
m_CDKN1A	cyt_mrna__CDKN1A_201_
m_CDK1	cyt_mrna__CDK1_203_
m_CDK2	cyt_mrna__CDK2_201_
m_CDK4	cyt_mrna__CDK4_201_
m_CDK6	cyt_mrna__CDK6_202_
m_TNFSF10	cyt_mrna__TNFSF10_201_
m_TNFRSF10A	cyt_mrna__TNFRSF10A_201_
m_TNFRSF10B	cyt_mrna__TNFRSF10B_201_
m_CFLAR	cyt_mrna__CFLAR_201_
m_CASP8	cyt_mrna__CASP8_218_
m_CASP10	cyt_mrna__CASP10_202_
m_BFAR	cyt_mrna__BFAR_222_
m_CASP3	cyt_mrna__CASP3_201_
m_CASP7	cyt_mrna__CASP7_203_
m_CASP6	cyt_mrna__CASP6_201_
m_XIAP	cyt_mrna__XIAP_202_
m_PARP1	cyt_mrna__PARP1_203_
m_BID	cyt_mrna__BID_211_
m_BCL2	cyt_mrna__BCL2_201_
m_BCL2L1	cyt_mrna__BCL2L1_201_
m_MCL1	cyt_mrna__MCL1_202_
m_BAX	cyt_mrna__BAX_202_
m_CYCS	cyt_mrna__CYC1_201_
m_DIABLO	cyt_mrna__DIABLO_206_
m_APAF1	cyt_mrna__APAF1_210_
m_CASP9	cyt_mrna__CASP9_201_
m_BAD	cyt_mrna__BAD_201_
m_BBC3	cyt_mrna__BBC3_203_
m_PMAIP1	cyt_mrna__PMAIP1_202_
m_BCL2L11	cyt_mrna__BCL2L11_204_
m_EGF	cyt_mrna__EGF_201_
m_NRG1	cyt_mrna__NRG1_203_
m_EGFR	cyt_mrna__EGFR_201_
m_ERBB2	cyt_mrna__ERBB2_201_
m_ERBB3	cyt_mrna__ERBB3_201_
m_ERBB4	cyt_mrna__ERBB4_202_
m_MET	cyt_mrna__MET_202_
m_HGF	cyt_mrna__HGF_201_
m_PDGFRA	cyt_mrna__PDGFRA_201_
m_PDGFRB	cyt_mrna__PDGFRB_201_
m_PDGFB	cyt_mrna__PDGFB_201_
m_SPRY2	cyt_mrna__SPRY2_202_
m_CBL	cyt_mrna__CBL_201_
m_GRB2	cyt_mrna__GRB2_202_
m_PLCG1	cyt_mrna__PLCG1_223_
m_PLCG2	cyt_mrna__PLCG2_208_
m_PIK3CA	cyt_mrna__PIK3CA_201_
m_PIK3CB	cyt_mrna__PTPN2_201_
m_PIK3CG	cyt_mrna__PIK3CG_205_
m_PIK3CD	cyt_mrna__PIK3CD_202_
m_PIK3R1	cyt_mrna__PIK3R1_211_
m_PIK3R2	cyt_mrna__PIK3R2_201_
m_PIK3R3	cyt_mrna__PIK3R3_201_
m_PIK3R4	cyt_mrna__PIK3R4_201_
m_PIK3C2A	cyt_mrna__PIK3C2A_206_
m_RASGRP1	cyt_mrna__RASGRP1_201_
m_RASGRP3	cyt_mrna__RASGRP3_202_
m_NRAS	cyt_mrna__NRAS_201_
m_KRAS	cyt_mrna__KRAS_202_
m_HRAS	cyt_mrna__HRAS_221_
m_NF1	cyt_mrna__NF1_202_
m_RAF1	cyt_mrna__RAF1_201_
m_BRAF	cyt_mrna__BRAF_220_
m_MAP2K1	cyt_mrna__MAP2K1_201_
m_MAP2K2	cyt_mrna__MAP2K2_201_
m_DUSP6	cyt_mrna__DUSP6_201_
m_RPS6KA1	cyt_mrna__RPS6KA1_236_
m_RPS6KA2	cyt_mrna__RPS6KA2_201_
m_RPS6KA3	cyt_mrna__RPS6KA3_201_
m_RPS6KA4	cyt_mrna__RPS6KA4_201_
m_DUSP1	cyt_mrna__DUSP1_201_
m_FOS	cyt_mrna__FOS_201_
m_JUN	cyt_mrna__JUN_201_
m_MYC	cyt_mrna__MYC_206_
m_CTNNB1	cyt_mrna__CTNNB1_201_
m_PTEN	cyt_mrna__PTEN_227_
m_AKT1	cyt_mrna__AKT1_218_
m_AKT2	cyt_mrna__AKT2_206_
m_PDPK1	cyt_mrna__PDPK1_202_
m_RICTOR	cyt_mrna__RICTOR_202_
m_MTOR	cyt_mrna__MTOR_201_
m_GSK3B	cyt_mrna__GSK3B_201_
m_TSC1	cyt_mrna__TSC1_201_
m_TSC2	cyt_mrna__TSC2_201_
m_PRKCA	cyt_mrna__PRKCA_202_
m_PRKCB	cyt_mrna__PRKCB_210_
m_PRKCG	cyt_mrna__PRKCG_201_
m_PRKCD	cyt_mrna__PRKCD_201_
m_PEBP1	cyt_mrna__PEBP1_201_
m_MAPK1	cyt_mrna__MAPK1_201_
m_MAPK3	cyt_mrna__MAPK3_201_
m_FOXO3	cyt_mrna__FOXO3_202_
m_RHEB	cyt_mrna__RHEB_201_
m_RPTOR	cyt_mrna__RPTOR_201_
m_RPS6KB1	cyt_mrna__RPS6KB1_201_
m_RPS6KB2	cyt_mrna__RPS6KB2_201_
m_EIF4EBP1	cyt_mrna__EIF4EBP1_201_
m_SOS1	cyt_mrna__SOS1_202_
m_CDKN2A	cyt_mrna__CDKN2A_201_
m_MDM4	cyt_mrna__MDM4_203_
m_FGFR1	cyt_mrna__FGFR1_214_
m_FGFR2	cyt_mrna__FGFR2_206_
m_FGF1	cyt_mrna__FGF1_201_
m_FGF2	cyt_mrna__FGF2_203_
m_EIF4E	cyt_mrna__EIF4E_203_
m_IRS1	cyt_mrna__IRS1_201_
m_IRS2	cyt_mrna__IRS2_201_
m_IGF1	cyt_mrna__IGF1_202_
m_IGF2	cyt_mrna__IGF2_205_
m_IGF1R	cyt_mrna__IGF1R_217_
m_MSH6	cyt_mrna__MSH6_201_
m_BRCA2	cyt_mrna__BRCA2_201_
m_MGMT	cyt_mrna__MGMT_205_
m_INSR	cyt_mrna__INSR_201_
m_INS	cyt_mrna__INS_202_
